id,date,lat,lon,concentration
1,2022-12-31 23:00:00,41.39216,2.009802,16.2
2,2022-12-31 23:00:00,41.11588,1.191975,16.2
3,2022-12-31 23:00:00,41.44398,2.237875,16.2
4,2022-12-31 23:00:00,41.32177,2.082141,16.2
5,2023-01-01 00:00:00,41.39216,2.009802,50.6547016963939
6,2023-01-01 00:00:00,41.11588,1.191975,30.5150736290229
7,2023-01-01 00:00:00,41.44398,2.237875,51.8044532904026
8,2023-01-01 00:00:00,41.32177,2.082141,49.2368594987697
9,2023-01-01 01:00:00,41.39216,2.009802,50.0447500739584
10,2023-01-01 01:00:00,41.11588,1.191975,30.7417553746207
11,2023-01-01 01:00:00,41.44398,2.237875,51.2257516679671
12,2023-01-01 01:00:00,41.32177,2.082141,48.7831578763342
13,2023-01-01 02:00:00,41.39216,2.009802,46.4839688239584
14,2023-01-01 02:00:00,41.11588,1.191975,27.9294116246207
15,2023-01-01 02:00:00,41.44398,2.237875,47.1337204179671
16,2023-01-01 02:00:00,41.32177,2.082141,45.2067516263342
17,2023-01-01 03:00:00,41.39216,2.009802,42.5861563239584
18,2023-01-01 03:00:00,41.11588,1.191975,24.9206616246207
19,2023-01-01 03:00:00,41.44398,2.237875,42.9077829179671
20,2023-01-01 03:00:00,41.32177,2.082141,41.4964391263342
21,2023-01-01 04:00:00,41.39216,2.009802,38.6853750739584
22,2023-01-01 04:00:00,41.11588,1.191975,22.3245678746207
23,2023-01-01 04:00:00,41.44398,2.237875,38.9132516679671
24,2023-01-01 04:00:00,41.32177,2.082141,37.8769078763342
25,2023-01-01 05:00:00,41.39216,2.009802,36.8445938239584
26,2023-01-01 05:00:00,41.11588,1.191975,21.2572241246207
27,2023-01-01 05:00:00,41.44398,2.237875,37.1662204179671
28,2023-01-01 05:00:00,41.32177,2.082141,36.3017516263342
29,2023-01-01 06:00:00,41.39216,2.009802,35.7527188239584
30,2023-01-01 06:00:00,41.11588,1.191975,20.8715991246207
31,2023-01-01 06:00:00,41.44398,2.237875,35.9493454179671
32,2023-01-01 06:00:00,41.32177,2.082141,35.2255016263342
33,2023-01-01 07:00:00,41.39216,2.009802,35.3842813239584
34,2023-01-01 07:00:00,41.11588,1.191975,20.5437866246207
35,2023-01-01 07:00:00,41.44398,2.237875,35.1902829179671
36,2023-01-01 07:00:00,41.32177,2.082141,34.4976891263342
37,2023-01-01 08:00:00,41.39216,2.009802,34.3216250739584
38,2023-01-01 08:00:00,41.11588,1.191975,21.3748803746207
39,2023-01-01 08:00:00,41.44398,2.237875,33.8620016679671
40,2023-01-01 08:00:00,41.32177,2.082141,33.4194078763342
41,2023-01-01 09:00:00,41.39216,2.009802,33.8641250739584
42,2023-01-01 09:00:00,41.11588,1.191975,22.0798803746207
43,2023-01-01 09:00:00,41.44398,2.237875,33.8576266679671
44,2023-01-01 09:00:00,41.32177,2.082141,32.9931578763342
45,2023-01-01 10:00:00,41.39216,2.009802,32.7420938239584
46,2023-01-01 10:00:00,41.11588,1.191975,22.1062866246207
47,2023-01-01 10:00:00,41.44398,2.237875,33.4699704179671
48,2023-01-01 10:00:00,41.32177,2.082141,32.2930016263342
49,2023-01-01 11:00:00,41.39216,2.009802,32.6224063239584
50,2023-01-01 11:00:00,41.11588,1.191975,20.9803491246207
51,2023-01-01 11:00:00,41.44398,2.237875,33.9127829179671
52,2023-01-01 11:00:00,41.32177,2.082141,32.5170641263342
53,2023-01-01 12:00:00,41.39216,2.009802,32.9928750739584
54,2023-01-01 12:00:00,41.11588,1.191975,19.9117553746207
55,2023-01-01 12:00:00,41.44398,2.237875,34.2988766679671
56,2023-01-01 12:00:00,41.32177,2.082141,33.0437828763342
57,2023-01-01 13:00:00,41.39216,2.009802,34.6070938239584
58,2023-01-01 13:00:00,41.11588,1.191975,19.9556616246207
59,2023-01-01 13:00:00,41.44398,2.237875,35.4755954179671
60,2023-01-01 13:00:00,41.32177,2.082141,34.6423766263342
61,2023-01-01 14:00:00,41.39216,2.009802,36.7850625739584
62,2023-01-01 14:00:00,41.11588,1.191975,21.3664428746207
63,2023-01-01 14:00:00,41.44398,2.237875,37.1691891679671
64,2023-01-01 14:00:00,41.32177,2.082141,36.9922203763342
65,2023-01-01 15:00:00,41.39216,2.009802,45.6616250739584
66,2023-01-01 15:00:00,41.11588,1.191975,27.2101928746207
67,2023-01-01 15:00:00,41.44398,2.237875,46.5613766679671
68,2023-01-01 15:00:00,41.32177,2.082141,45.7125328763342
69,2023-01-01 16:00:00,41.39216,2.009802,57.0691250739584
70,2023-01-01 16:00:00,41.11588,1.191975,35.0426928746207
71,2023-01-01 16:00:00,41.44398,2.237875,58.5313766679671
72,2023-01-01 16:00:00,41.32177,2.082141,56.9481578763342
73,2023-01-01 17:00:00,41.39216,2.009802,65.4733438239584
74,2023-01-01 17:00:00,41.11588,1.191975,40.4656616246207
75,2023-01-01 17:00:00,41.44398,2.237875,67.4043454179671
76,2023-01-01 17:00:00,41.32177,2.082141,64.7273766263342
77,2023-01-01 18:00:00,41.39216,2.009802,66.3211563239584
78,2023-01-01 18:00:00,41.11588,1.191975,40.5103491246207
79,2023-01-01 18:00:00,41.44398,2.237875,67.6271579179671
80,2023-01-01 18:00:00,41.32177,2.082141,65.2626891263342
81,2023-01-01 19:00:00,41.39216,2.009802,62.8925625739584
82,2023-01-01 19:00:00,41.11588,1.191975,37.8723803746207
83,2023-01-01 19:00:00,41.44398,2.237875,63.8548141679671
84,2023-01-01 19:00:00,41.32177,2.082141,61.4590953763342
85,2023-01-01 20:00:00,41.39216,2.009802,59.3052188239584
86,2023-01-01 20:00:00,41.11588,1.191975,34.8209741246207
87,2023-01-01 20:00:00,41.44398,2.237875,60.0330954179671
88,2023-01-01 20:00:00,41.32177,2.082141,57.5592516263342
89,2023-01-01 21:00:00,41.39216,2.009802,54.1585000739584
90,2023-01-01 21:00:00,41.11588,1.191975,31.8648803746207
91,2023-01-01 21:00:00,41.44398,2.237875,54.6988766679671
92,2023-01-01 21:00:00,41.32177,2.082141,52.2094078763342
93,2023-01-01 22:00:00,41.39216,2.009802,48.6326446717405
94,2023-01-01 22:00:00,41.11588,1.191975,28.5390249724028
95,2023-01-01 22:00:00,41.44398,2.237875,49.0960641679671
96,2023-01-01 22:00:00,41.32177,2.082141,46.5741774741163
97,2023-01-01 23:00:00,41.39216,2.009802,42.8667892695227
98,2023-01-01 23:00:00,41.11588,1.191975,25.580982070185
99,2023-01-01 23:00:00,41.44398,2.237875,43.5032516679671
100,2023-01-01 23:00:00,41.32177,2.082141,40.9176970718985
101,2023-01-02 00:00:00,41.39216,2.009802,38.5853088673048
102,2023-01-02 00:00:00,41.11588,1.191975,23.1635641679671
103,2023-01-02 00:00:00,41.44398,2.237875,39.1135641679671
104,2023-01-02 00:00:00,41.32177,2.082141,36.4643416696806
105,2023-01-02 01:00:00,41.39216,2.009802,35.1985901173048
106,2023-01-02 01:00:00,41.11588,1.191975,20.7221579179671
107,2023-01-02 01:00:00,41.44398,2.237875,35.5549704179671
108,2023-01-02 01:00:00,41.32177,2.082141,33.0932479196806
109,2023-01-02 02:00:00,41.39216,2.009802,34.0964026173048
110,2023-01-02 02:00:00,41.11588,1.191975,19.3605954179671
111,2023-01-02 02:00:00,41.44398,2.237875,34.1090329179671
112,2023-01-02 02:00:00,41.32177,2.082141,31.9285604196806
113,2023-01-02 03:00:00,41.39216,2.009802,34.7154651173048
114,2023-01-02 03:00:00,41.11588,1.191975,19.6812204179671
115,2023-01-02 03:00:00,41.44398,2.237875,35.0093454179671
116,2023-01-02 03:00:00,41.32177,2.082141,32.9069979196806
117,2023-01-02 04:00:00,41.39216,2.009802,39.6112463673048
118,2023-01-02 04:00:00,41.11588,1.191975,23.3457516679671
119,2023-01-02 04:00:00,41.44398,2.237875,40.6551266679671
120,2023-01-02 04:00:00,41.32177,2.082141,38.1934041696806
121,2023-01-02 05:00:00,41.39216,2.009802,47.6670276173048
122,2023-01-02 05:00:00,41.11588,1.191975,30.3530954179671
123,2023-01-02 05:00:00,41.44398,2.237875,49.7265329179671
124,2023-01-02 05:00:00,41.32177,2.082141,46.6710604196806
125,2023-01-02 06:00:00,41.39216,2.009802,58.0314026173048
126,2023-01-02 06:00:00,41.11588,1.191975,38.0471579179671
127,2023-01-02 06:00:00,41.44398,2.237875,60.5127829179671
128,2023-01-02 06:00:00,41.32177,2.082141,57.3166854196806
129,2023-01-02 07:00:00,41.39216,2.009802,65.5484338673048
130,2023-01-02 07:00:00,41.11588,1.191975,43.7751266679671
131,2023-01-02 07:00:00,41.44398,2.237875,69.4048141679671
132,2023-01-02 07:00:00,41.32177,2.082141,65.2555916696806
133,2023-01-02 08:00:00,41.39216,2.009802,68.9287463673048
134,2023-01-02 08:00:00,41.11588,1.191975,46.3491891679671
135,2023-01-02 08:00:00,41.44398,2.237875,73.3163766679671
136,2023-01-02 08:00:00,41.32177,2.082141,68.5734041696806
137,2023-01-02 09:00:00,41.39216,2.009802,69.2332776173048
138,2023-01-02 09:00:00,41.11588,1.191975,47.6302829179671
139,2023-01-02 09:00:00,41.44398,2.237875,75.6052829179671
140,2023-01-02 09:00:00,41.32177,2.082141,68.9248104196806
141,2023-01-02 10:00:00,41.39216,2.009802,67.4043370108203
142,2023-01-02 10:00:00,41.11588,1.191975,46.0122798114826
143,2023-01-02 10:00:00,41.44398,2.237875,72.9638423114826
144,2023-01-02 10:00:00,41.32177,2.082141,67.2364948131961
145,2023-01-02 11:00:00,41.39216,2.009802,67.3034299828709
146,2023-01-02 11:00:00,41.11588,1.191975,43.9866427346971
147,2023-01-02 11:00:00,41.44398,2.237875,72.1910602835332
148,2023-01-02 11:00:00,41.32177,2.082141,67.6668377852467
149,2023-01-02 12:00:00,41.39216,2.009802,67.5506479549215
150,2023-01-02 12:00:00,41.11588,1.191975,41.7763181579115
151,2023-01-02 12:00:00,41.44398,2.237875,70.8601532555838
152,2023-01-02 12:00:00,41.32177,2.082141,68.3828057572973
153,2023-01-02 13:00:00,41.39216,2.009802,71.9868408899412
154,2023-01-02 13:00:00,41.11588,1.191975,44.9187610929312
155,2023-01-02 13:00:00,41.44398,2.237875,76.0775961906035
156,2023-01-02 13:00:00,41.32177,2.082141,72.756498692317
157,2023-01-02 14:00:00,41.39216,2.009802,78.7018752464257
158,2023-01-02 14:00:00,41.11588,1.191975,49.5710254982519
159,2023-01-02 14:00:00,41.44398,2.237875,84.198880547088
160,2023-01-02 14:00:00,41.32177,2.082141,80.0809080488015
161,2023-01-02 15:00:00,41.39216,2.009802,87.5747221029102
162,2023-01-02 15:00:00,41.11588,1.191975,56.3514149035725
163,2023-01-02 15:00:00,41.44398,2.237875,93.9779774035725
164,2023-01-02 15:00:00,41.32177,2.082141,89.813129905286
165,2023-01-02 16:00:00,41.39216,2.009802,95.1922221029102
166,2023-01-02 16:00:00,41.11588,1.191975,60.9173524035725
167,2023-01-02 16:00:00,41.44398,2.237875,101.407977403573
168,2023-01-02 16:00:00,41.32177,2.082141,97.977504905286
169,2023-01-02 17:00:00,41.39216,2.009802,98.4045658529102
170,2023-01-02 17:00:00,41.11588,1.191975,65.3437586535725
171,2023-01-02 17:00:00,41.44398,2.237875,104.698446153573
172,2023-01-02 17:00:00,41.32177,2.082141,100.830473655286
173,2023-01-02 18:00:00,41.39216,2.009802,96.5778471029102
174,2023-01-02 18:00:00,41.11588,1.191975,65.3311024035725
175,2023-01-02 18:00:00,41.44398,2.237875,102.340477403573
176,2023-01-02 18:00:00,41.32177,2.082141,98.503754905286
177,2023-01-02 19:00:00,41.39216,2.009802,90.2759721029102
178,2023-01-02 19:00:00,41.11588,1.191975,62.6557899035725
179,2023-01-02 19:00:00,41.44398,2.237875,95.8354774035725
180,2023-01-02 19:00:00,41.32177,2.082141,92.139379905286
181,2023-01-02 20:00:00,41.39216,2.009802,82.8437846029102
182,2023-01-02 20:00:00,41.11588,1.191975,56.7517274035725
183,2023-01-02 20:00:00,41.44398,2.237875,87.6532899035725
184,2023-01-02 20:00:00,41.32177,2.082141,84.644692405286
185,2023-01-02 21:00:00,41.39216,2.009802,74.7358158529102
186,2023-01-02 21:00:00,41.11588,1.191975,50.4687586535725
187,2023-01-02 21:00:00,41.44398,2.237875,79.2015711535725
188,2023-01-02 21:00:00,41.32177,2.082141,75.958598655286
189,2023-01-02 22:00:00,41.39216,2.009802,66.4973783529102
190,2023-01-02 22:00:00,41.11588,1.191975,43.7396961535725
191,2023-01-02 22:00:00,41.44398,2.237875,69.8381336535725
192,2023-01-02 22:00:00,41.32177,2.082141,66.970161155286
193,2023-01-02 23:00:00,41.39216,2.009802,58.0381596029102
194,2023-01-02 23:00:00,41.11588,1.191975,36.9929774035725
195,2023-01-02 23:00:00,41.44398,2.237875,60.2695399035725
196,2023-01-02 23:00:00,41.32177,2.082141,58.026567405286
197,2023-01-03 00:00:00,41.39216,2.009802,50.4112846029102
198,2023-01-03 00:00:00,41.11588,1.191975,31.3770399035725
199,2023-01-03 00:00:00,41.44398,2.237875,52.1114149035725
200,2023-01-03 00:00:00,41.32177,2.082141,50.274692405286
201,2023-01-03 01:00:00,41.39216,2.009802,44.2851908529102
202,2023-01-03 01:00:00,41.11588,1.191975,27.2431336535725
203,2023-01-03 01:00:00,41.44398,2.237875,46.0790711535725
204,2023-01-03 01:00:00,41.32177,2.082141,44.289223655286
205,2023-01-03 02:00:00,41.39216,2.009802,40.1623783529102
206,2023-01-03 02:00:00,41.11588,1.191975,24.5359461535725
207,2023-01-03 02:00:00,41.44398,2.237875,41.6750086535725
208,2023-01-03 02:00:00,41.32177,2.082141,40.057036155286
209,2023-01-03 03:00:00,41.39216,2.009802,38.8015971029102
210,2023-01-03 03:00:00,41.11588,1.191975,23.7157899035725
211,2023-01-03 03:00:00,41.44398,2.237875,40.4236024035725
212,2023-01-03 03:00:00,41.32177,2.082141,38.430629905286
213,2023-01-03 04:00:00,41.39216,2.009802,40.8489408529102
214,2023-01-03 04:00:00,41.11588,1.191975,25.1271961535725
215,2023-01-03 04:00:00,41.44398,2.237875,42.5803211535725
216,2023-01-03 04:00:00,41.32177,2.082141,39.977973655286
217,2023-01-03 05:00:00,41.39216,2.009802,45.3803471029102
218,2023-01-03 05:00:00,41.11588,1.191975,29.2226649035725
219,2023-01-03 05:00:00,41.44398,2.237875,47.9086024035725
220,2023-01-03 05:00:00,41.32177,2.082141,44.493754905286
221,2023-01-03 06:00:00,41.39216,2.009802,50.0808955806168
222,2023-01-03 06:00:00,41.11588,1.191975,34.1279008812791
223,2023-01-03 06:00:00,41.44398,2.237875,53.0935258812791
224,2023-01-03 06:00:00,41.32177,2.082141,49.4911783829927
225,2023-01-03 07:00:00,41.39216,2.009802,52.8287878083235
226,2023-01-03 07:00:00,41.11588,1.191975,37.8023556089858
227,2023-01-03 07:00:00,41.44398,2.237875,56.3414181089858
228,2023-01-03 07:00:00,41.32177,2.082141,52.8328206106993
229,2023-01-03 08:00:00,41.39216,2.009802,55.1544925360301
230,2023-01-03 08:00:00,41.11588,1.191975,39.3077478366924
231,2023-01-03 08:00:00,41.44398,2.237875,58.3389978366924
232,2023-01-03 08:00:00,41.32177,2.082141,55.1429003384059
233,2023-01-03 09:00:00,41.39216,2.009802,55.8486454338669
234,2023-01-03 09:00:00,41.11588,1.191975,37.8526541684288
235,2023-01-03 09:00:00,41.44398,2.237875,58.4237757345292
236,2023-01-03 09:00:00,41.32177,2.082141,55.7745532362427
237,2023-01-03 10:00:00,41.39216,2.009802,54.7138920817036
238,2023-01-03 10:00:00,41.11588,1.191975,34.6092792501651
239,2023-01-03 10:00:00,41.44398,2.237875,56.0858973823659
240,2023-01-03 10:00:00,41.32177,2.082141,54.3585498840794
241,2023-01-03 11:00:00,41.39216,2.009802,47.9766474529624
242,2023-01-03 11:00:00,41.11588,1.191975,29.7468132236224
243,2023-01-03 11:00:00,41.44398,2.237875,48.6559739046593
244,2023-01-03 11:00:00,41.32177,2.082141,47.6303776545462
245,2023-01-03 12:00:00,41.39216,2.009802,40.3286318152652
246,2023-01-03 12:00:00,41.11588,1.191975,24.9054064167567
247,2023-01-03 12:00:00,41.44398,2.237875,40.2371544179968
248,2023-01-03 12:00:00,41.32177,2.082141,39.6476844160571
249,2023-01-03 13:00:00,41.39216,2.009802,34.493116177568
250,2023-01-03 13:00:00,41.11588,1.191975,22.249937109891
251,2023-01-03 13:00:00,41.44398,2.237875,34.6933349313343
252,2023-01-03 13:00:00,41.32177,2.082141,33.508741177568
253,2023-01-03 14:00:00,41.39216,2.009802,35.1252711793946
254,2023-01-03 14:00:00,41.11588,1.191975,23.0320109087272
255,2023-01-03 14:00:00,41.44398,2.237875,35.6209911813343
256,2023-01-03 14:00:00,41.32177,2.082141,33.9221461793946
257,2023-01-03 15:00:00,41.39216,2.009802,41.6032630423403
258,2023-01-03 15:00:00,41.11588,1.191975,27.8398379061498
259,2023-01-03 15:00:00,41.44398,2.237875,43.1132342924534
260,2023-01-03 15:00:00,41.32177,2.082141,40.3845130423403
261,2023-01-03 16:00:00,41.39216,2.009802,52.736723655286
262,2023-01-03 16:00:00,41.11588,1.191975,35.8890711535725
263,2023-01-03 16:00:00,41.44398,2.237875,54.8078211535725
264,2023-01-03 16:00:00,41.32177,2.082141,51.377348655286
265,2023-01-03 17:00:00,41.39216,2.009802,58.507817405286
266,2023-01-03 17:00:00,41.11588,1.191975,42.9039149035725
267,2023-01-03 17:00:00,41.44398,2.237875,62.3757899035725
268,2023-01-03 17:00:00,41.32177,2.082141,57.742192405286
269,2023-01-03 18:00:00,41.39216,2.009802,58.781098655286
270,2023-01-03 18:00:00,41.11588,1.191975,46.6318836535725
271,2023-01-03 18:00:00,41.44398,2.237875,63.6334461535725
272,2023-01-03 18:00:00,41.32177,2.082141,58.624848655286
273,2023-01-03 19:00:00,41.39216,2.009802,53.520629905286
274,2023-01-03 19:00:00,41.11588,1.191975,46.2948524035725
275,2023-01-03 19:00:00,41.44398,2.237875,59.3261024035725
276,2023-01-03 19:00:00,41.32177,2.082141,54.489379905286
277,2023-01-03 20:00:00,41.39216,2.009802,49.219067405286
278,2023-01-03 20:00:00,41.11588,1.191975,42.9901649035725
279,2023-01-03 20:00:00,41.44398,2.237875,54.3839149035725
280,2023-01-03 20:00:00,41.32177,2.082141,50.375317405286
